23,IIIT Hyderabad,2_M_17347,Hazara Rama temple,Hampi,,,,,,Elephant,,,,,,,,,,,\N
24,IIIT Hyderabad,2_M_17372,Hazara Rama temple,Hampi,,,,,,Elephant,,,,,,,,,,,\N
25,IIIT Hyderabad,2_M_17376,Hazara Rama temple,Hampi,,,,,,Elephant,,,,,,,,,,,\N
26,IIIT Hyderabad,2_M_17381,Hazara Rama temple,Hampi,,,,,,Elephant,,,,,,,,,,,\N
27,IIIT Hyderabad,2_M_17382,Hazara Rama temple,Hampi,,,,,,Elephant,,,,,,,,,,,\N
28,IIIT Hyderabad,2_M_17398,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Ravana-Lakshmana,,Bow-Arrow,Charot,war,Ram-Ranava,War between Ram-Ravana,Wall of temple,,Story of Ramayana-Mahabharata-Puran,null
29,IIIT Hyderabad,2_M_17404,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Ravana-Lakshmana,,Bow-Arrow,Charot,war,Ram-Ranava,War between Ram-Ravana,Wall of temple,,Story of Ramayana-Mahabharata-Puran,null
30,IIIT Hyderabad,2_M_17407,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Ravana-Lakshmana,,Bow-Arrow,Charot,war,Ram-Ranava,War between Ram-Ravana,Wall of temple,,Story of Ramayana-Mahabharata-Puran,null
31,IIIT Hyderabad,2_M_17410,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Ravana-Lakshmana,,Bow-Arrow,Charot,war,Ram-Ranava,War between Ram-Ravana,Wall of temple,,Story of Ramayana-Mahabharata-Puran,null
32,IIIT Hyderabad,2_M_17520,Hazara Rama temple,Hampi,,,,,,,,,,Symmetric Chakra,,,,,,,\N
33,IIIT Hyderabad,2_M_17527,Hazara Rama temple,Hampi,,,,,,,,,,Symmetric Chakra,,,,,,,\N
34,IIIT Hyderabad,2_L_23,Hazara Rama temple,Hampi,,,,,,Lion,,,,,,,,Sculpture,Piller,,\N
35,IIIT Hyderabad,2_L_24,Hazara Rama temple,Hampi,,,,,,Lion,,,,,,,,Sculpture,Piller,,\N
36,IIIT Hyderabad,2_L_32,Hazara Rama temple,Hampi,,,,Hanuman,,,,,,,,,,Sculpture,Piller,,\N
37,IIIT Hyderabad,2_L_34,Hazara Rama temple,Hampi,,,,Hanuman,,,,,,,,,,Sculpture,Piller,,\N
38,IIIT Hyderabad,2_L_162,Hazara Rama temple,Hampi,Bal Krishna,,,,,,Kaliyanag,,,,,,Kalinga mardhana,Sculpture,Piller,Kalinga mardhana,\N
39,IIIT Hyderabad,2_L_226,Hazara Rama temple ,Hampi,,,,,,,Dwarapalika,,,,,,,,,,
40,IIIT Hyderabad,2_L_315,Hazara Rama temple,Hampi,,,,,,Lion,,,,,,,,Sculpture,Piller,,\N
41,IIIT Hyderabad,2_L_367,Hazara Rama temple,Hampi,,,,,,Lion,,,,,,,,Sculpture,Piller,,\N
42,IIIT Hyderabad,2_L_373,Hazara Rama temple,Hampi,,,,,,Lion,,,,,,,,Sculpture,Piller,,\N
43,IIIT Hyderabad,2_L_402,Hazara Rama temple,Hampi,,,,Hanuman,,,,,,,,,,Sculpture,Piller,,\N
44,IIIT Hyderabad,2_L_437,Hazara Rama temple,Hampi,,,,Narasimha,Sudarshan_Chakra-Sankha,,,,,,,,,,,,null
45,IIIT Hyderabad,2_L_154,Hazara Rama temple,Hampi,,,,,,,People,,,,,,,Sculpture,Piller,,\N
46,IIIT Hyderabad,2_L_156,Hazara Rama temple,Hampi,,,,,,,People,,,,,,,Sculpture,Piller,,\N
47,IIIT Hyderabad,2_L_465,Hazara Rama temple,Hampi,,,,Narasimha-Garuda,,,,,,,,,,sculpture,wall of temple,,\N
48,IIIT Hyderabad,2_L_519,Hazara Rama temple,Hampi,Vishnu,Gada-Lotus-Sudarshan_Chakra,,,,,,,,,,,,,,,
49,IIIT Hyderabad,2_L_523,Hazara Rama temple,Hampi,,Sword-Schield,,,,,,,,,,,,,,,\N
50,IIIT Hyderabad,2_L_530,Hazara Rama temple,Hampi,Vishnu,Gada-Lotus-Sudarshan_Chakra,,,,,,,,,,,,,,,
51,IIIT Hyderabad,2_L_541,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,
52,IIIT Hyderabad,2_L_552,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,
53,IIIT Hyderabad,2_L_569,Hazara Rama temple,Hampi,,,,,,,,,Bow-Arrow,,,,,,,,null
54,IIIT Hyderabad,2_L_573,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Lotus-Gada,,,,,,,,,,,,,,,null
55,IIIT Hyderabad,2_L_575,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Lotus-Gada,,,,,,,,,,,,,,,null
56,IIIT Hyderabad,2_L_577,Hazara Rama temple,Hampi,,Veena,,,,,People-Narada_Muni,,,,,,,,,,null
57,IIIT Hyderabad,2_L_580,Hazara Rama temple,Hampi,Krishna,Flute,,,,Cow,People-Sisnag,,,,,,,,,,\N
58,IIIT Hyderabad,2_L_581,Hazara Rama temple,Hampi,Krishna,Flute-Sankha-Sudarshan_Chakra,,,,,People-Sisnag,,,,,,,,,,\N
59,IIIT Hyderabad,2_L_586,Hazara Rama temple,Hampi,,Veena,,,,,People-Narada_Muni,,,,,,,,,,null
60,IIIT Hyderabad,2_L_592,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Lotus-Gada,,,,,,,,,,,,,,,null
61,IIIT Hyderabad,2_L_618,Hazara Rama temple,Hampi,,,,,,,Valmiki,Writer of Ramayana,,,,,,,,,
62,IIIT Hyderabad,2_L_621,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Sita-Lakshmana,,,,,,Ramayana,,,,\N
63,IIIT Hyderabad,2_L_625,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Lotus-Gada,,,,,,,,,,,,,,,null
64,IIIT Hyderabad,2_L_654,Hazara Rama temple,Hampi,Associated Deity,,,,,,,,,,,,,,,,\N
65,IIIT Hyderabad,2_L_657,Hazara Rama temple,Hampi,Associated Deity,,,,,,,,,,,,,,,,\N
66,IIIT Hyderabad,2_L_686,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
67,IIIT Hyderabad,2_L_747,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Lotus-Gada,,,,,,,,,,,,,,,null
68,IIIT Hyderabad,2_L_768,Hazara Rama temple,Hampi,,,,,,,Valmiki,Writer of Ramayana,,,,,,,,,
69,IIIT Hyderabad,2_L_780,Hazara Rama temple,Hampi,Ganesha,Axe,,,,,,,,,,,,Piller of Black Marbel,,Story of Ramayana-Mahabharata-Puran,
70,IIIT Hyderabad,2_L_825,Hazara Rama temple,Hampi,,,,,,Elephant-Peacock,,,,,,,,,,,\N
71,IIIT Hyderabad,2_L_828,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
72,IIIT Hyderabad,2_L_827,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
73,IIIT Hyderabad,2_L_829,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
74,IIIT Hyderabad,2_L_830,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
75,IIIT Hyderabad,2_L_832,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Lakshmana-Hanuman,,Bow-Arrow,,,,,,,,\N
76,IIIT Hyderabad,2_L_849,Hazara Rama temple,Hampi,Vishnu,Gada-Lotus-Sudarshan_Chakra,,,,,,,,,,,,,,,
77,IIIT Hyderabad,2_L_870,Hazara Rama temple,Hampi,,,,,,,Hanuman,,,,,,,,,,\N
78,IIIT Hyderabad,2_L_946,Hazara Rama temple,Hampi,,,,Parashurama,Axe,,,,,,,,,,,,null
79,IIIT Hyderabad,2_L_956,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
80,IIIT Hyderabad,2_L_957,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
81,IIIT Hyderabad,2_L_959,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
82,IIIT Hyderabad,2_L_966,Hazara Rama temple ,Hampi,Lakshmi,,GajaLakshmi,,,Elephant,Devotee,,Chamara,,,,,,,,
83,IIIT Hyderabad,2_L_990,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
84,IIIT Hyderabad,2_L_1013,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
85,IIIT Hyderabad,2_L_1014,Hazara Rama temple,Hampi,,Bow-Arrow,,,,,,,,,,,,,,,\N
86,IIIT Hyderabad,2_L_1046,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,Hanuman,,,Lakshman-Sita,,,,,,,,,,null
87,IIIT Hyderabad,2_L_1051,Hazara Rama temple,Hampi,,Bow-Arrow,,,,,Hanuman,,,,,,,,,,\N
88,IIIT Hyderabad,2_L_1061,Hazara Rama temple,Hampi,Vishnu-Ram,Bow-Arrow-Gada-Sudarshan_Chakra-Sankha,,,,,Lakshmana,,Bow-Arrow,,,,,,,,null
89,IIIT Hyderabad,2_L_1084,Hazara Rama temple,Hampi,,,,,,,Hanuman,,,,,,,,,,\N
90,IIIT Hyderabad,2_L_1087,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Gada-Sankha,,,,,Hanuman,,,,,,,,,,\N
91,IIIT Hyderabad,2_L_1088,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Gada-Sankha-Bow-Arrow,,,,Elephant,Hanuman,,,,,,,,,,\N
92,IIIT Hyderabad,2_L_1254,Hazara Rama temple,Hampi,Vishnu-Krishna,Sudarshan_Chakra-Sankha-Gada-Fluet,,,,,,,,,,,,,,,
93,IIIT Hyderabad,2_L_1302,Hazara Rama temple,Hampi,Krishna-Vishnu,Sudarshan_Chakra-Sankha-Flute-Gada,,,,Cow,,,,,,,,,,,null
94,IIIT Hyderabad,2_L_1310,Hazara Rama temple,Hampi,Krishna,Sudarshan_Chakra-Sankha-Flute,,,,Cow,,,,,,,,,,,\N
95,IIIT Hyderabad,2_L_1311,Hazara Rama temple,Hampi,Vishnu-Krishna,Sudarshan_Chakra-Sankha-Flute-Gada,,,,Cow,,,,,,,,,,,\N
96,IIIT Hyderabad,2_L_1346,Hazara Rama temple,Hampi,Vishnu-Ram,Sudarshan_Chakra-Flute-Gada-Bow-Arrow,,,,,,,,,,,,,,,\N
97,IIIT Hyderabad,2_L_1477,Hazara Rama temple,Hampi,Krishna,Sudarshan_Chakra-Sankha-Flute,,,,Cow,,,,,,,,,,,null
98,IIIT Hyderabad,2_L_1481,Hazara Rama temple,Hampi,Bal Krishna,,,,,,,,,,,,,,,,\N
99,IIIT Hyderabad,2_L_1647,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Gada-Sankha,,,,,,,,,,,,,,,
100,IIIT Hyderabad,2_L_1769,Hazara Rama temple,Hampi,Vishnu-Lakshmi,Sudarshan_Chakra-Sankha,,,,,,,,,,,,,,,\N
101,IIIT Hyderabad,2_L_1776,Hazara Rama temple,Hampi,Vishnu-Lakshmi,Lotus-Sudarshan_Chakra,,Hanuman-Sita,,,,,,,,,Sita is giving ring to Hanuman,,,,
102,IIIT Hyderabad,2_L_1777,Hazara Rama temple,Hampi,Vishnu-Lakshmi,Sudarshan_Chakra-Sankha,,,,,Hanuman,,,,,,,,,,\N
103,IIIT Hyderabad,2_L_1838,Hazara Rama temple,Hampi,Vishnu-Hanuman,Sudarshan_Chakra-Gada-Sankha,,,,,Hanuman-Sita,,,,,,,,,,\N
104,IIIT Hyderabad,2_L_1973,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Sita-Rishi-Lakshmana-Demon,,,,,,Ram Ram is killing Demon,,,,
105,IIIT Hyderabad,2_L_1982,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Sita-Rishi,,,,,,,,,,null
106,IIIT Hyderabad,2_L_2015,Hazara Rama temple,Hampi,Vishnu-Garuda,Sudarshan_Chakra-Sankha-Gada,,Narasimha,,,,,,,,,,,,,
107,IIIT Hyderabad,2_L_2026,Hazara Rama temple,Hampi,Vishnu-Garuda,Sudarshan_Chakra-Sankha-Gada,,Narasimha,,,,,,,,,,,,,
108,IIIT Hyderabad,2_L_2140,Hazara Rama temple,Hampi,Ram-Arrow,Bow,,,,,Lakshmana-Sita-Demon,Bow-Arrow,,,,,,,,,null
109,IIIT Hyderabad,2_L_2141,Hazara Rama temple,Hampi,Ram-Arrow,Bow,,,,,Lakshmana-Sita-Demon,Bow-Arrow,,,,,,,,,null
110,IIIT Hyderabad,2_L_2145,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Sita-Rishi,,,,,,,,,,null
111,IIIT Hyderabad,2_L_2149,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
112,IIIT Hyderabad,2_L_2150,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
113,IIIT Hyderabad,2_L_2290,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
114,IIIT Hyderabad,2_L_2415,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Lakshmana-Sita-Demon-Rishi,,Bow-Arrow,,,,,,,,null
115,IIIT Hyderabad,2_L_2418,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
116,IIIT Hyderabad,2_L_2419,Hazara Rama temple,Hampi,Ram-Arrow,Bow,,,,,Lakshmana-Sita-Demon,Bow-Arrow,,,,,,,,,null
117,IIIT Hyderabad,2_L_2420,Hazara Rama temple,Hampi,Ram-Arrow,Bow,,,,,Lakshmana-Sita-Demon,Bow-Arrow,,,,,,,,,null
118,IIIT Hyderabad,2_L_2438,Hazara Rama temple,Hampi,Ram-Arrow,Bow,,,,,Lakshmana-Sita-Demon,Bow-Arrow,,,,,,,,,null
119,IIIT Hyderabad,2_L_2439,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
120,IIIT Hyderabad,2_L_2444,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
121,IIIT Hyderabad,2_L_2503,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Lakshmana-Sita,Bow-Arrow,,,,,,,,,null
122,IIIT Hyderabad,2_L_2506,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,null
123,IIIT Hyderabad,2_L_2533,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
124,IIIT Hyderabad,2_L_2535,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
125,IIIT Hyderabad,2_L_2539,Hazara Rama Temple,Hampi,Ram,Bow-Arrow,,,,,,,,,null,null,null,null,null,null,null
126,IIIT Hyderabad,2_L_2546,Hazara Rama temple,Hampi,,Bow-Arrow,,,,,,,,,,,Ramayana,,,,\N
127,IIIT Hyderabad,2_L_2562,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
128,IIIT Hyderabad,2_L_2655,Hazara Rama temple,Hampi,,Bow-Arrow,,,,,,,,,,,,,,,\N
129,IIIT Hyderabad,2_L_2664,Hazara Rama temple,Hampi,Ram-Garuda,Bow-Arrow,,,,,Lakshmana-Sita-Demon-Narasimha,,Bow-Arrow,,,,,,,,null
130,IIIT Hyderabad,2_L_2713,Hazara Rama temple,Hampi,Vishnu,Gada,,,,,,,,,,,,,,,null
131,IIIT Hyderabad,2_L_2717,Hazara Rama temple,Hampi,Ganesha,,,,,,,,,,,,,,,,\N
132,IIIT Hyderabad,2_L_2727,Hazara Rama temple,Hampi,Associated Deity,,,,,,,,,,,,,,,,
133,IIIT Hyderabad,2_L_2731,Hazara Rama temple,Hampi,Bal Krishna,,,,,,,,,,,,,,,,\N
134,IIIT Hyderabad,2_L_2732,Hazara Rama temple,Hampi,Bal Krishna,,,,,,,,,,,,,,,,\N
135,IIIT Hyderabad,2_L_2820,Hazara Rama temple,Hampi,,,,Parashurama,Axe,,,,,,,,,,,,null
136,IIIT Hyderabad,2_L_2822,Hazara Rama temple,Hampi,,,,Parashurama,Axe,,,,,,,,,,,,null
137,IIIT Hyderabad,2_L_2824,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
138,IIIT Hyderabad,2_L_2837,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
139,IIIT Hyderabad,2_L_2938,Hazara Rama temple,Hampi,Garuda-Ram,Bow-Arrow,,Narasimha,,,Lakshmana-SIta-Demon,,,,,,,,,,null
140,IIIT Hyderabad,2_L_2909,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Demon,,Bow-Arrow-Schildt-Sword,Chariot,,,,,,,null
141,IIIT Hyderabad,2_L_2913,Hazara Rama temple,Hampi,Ram,Bow,,,,,,,,,,,Ram is trying to fix the door of Haradhanu (Bow) ,,,,null
142,IIIT Hyderabad,2_L_2942,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Demon,,Bow-Arrow,Chariot,,,,,,,null
143,IIIT Hyderabad,2_L_2943,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Demon,,Bow-Arrow,Chariot,,,,,,,null
144,IIIT Hyderabad,2_L_2949,Hazara Rama temple,Hampi,,,,,,,Demon,,Sword-Shield,,,,,,,,
145,IIIT Hyderabad,2_L_2951,Hazara Rama temple,Hampi,Ram,Bow,,,,,,,,,,,Ram is trying to fix the door of Haradhanu (Bow) ,,,,null
146,IIIT Hyderabad,2_L_3021,Hazara Rama temple,Hampi,Ram,Bow,,,,,,,,,,,Ram is trying to fix the door of Haradhanu (Bow) ,,,,null
147,IIIT Hyderabad,2_L_3049,Hazara Rama temple,Hampi,Kali,Trishula-Damru-Sword,has Mundamala,,,,,,,,,,,,,,
148,IIIT Hyderabad,2_L_3079,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
149,IIIT Hyderabad,2_L_3081,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Ravana-Lakshmana,,Bow-Arrow,Charot,war,Ram-Ranava,War between Ram-Ravana,Wall of temple,,Story of Ramayana-Mahabharata-Puran,null
150,IIIT Hyderabad,2_L_3089,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Lakshmana,,,,,,,,,,null
151,IIIT Hyderabad,2_L_3116,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Lakshmana,,,,,,,,,,null
152,IIIT Hyderabad,2_L_3122,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,Ravana-Lakshmana,,Bow-Arrow,Charot,war,Ram-Ranava,War between Ram-Ravana,Wall of temple,,Story of Ramayana-Mahabharata-Puran,null
153,IIIT Hyderabad,2_L_3127,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
154,IIIT Hyderabad,2_L_3128,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
155,IIIT Hyderabad,2_L_3155,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
156,IIIT Hyderabad,2_L_3157,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
157,IIIT Hyderabad,2_L_3160,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
158,IIIT Hyderabad,2_L_3168,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
159,IIIT Hyderabad,2_L_3212,Hazara Rama temple,Hampi,Bal Krishna,,,,,,Kaliyanag,,,,,,Kalinga mardhana,,,,\N
160,IIIT Hyderabad,2_L_3225,Hazara Rama temple,Hampi,Karthikeya,,,,,Peacock,,,,,,,,,,,\N
161,IIIT Hyderabad,2_L_3366,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,,,,,,,,,,,null
162,IIIT Hyderabad,2_L_3367,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,,,,,,,,,,,null
163,IIIT Hyderabad,2_L_3375,Hazara Rama temple,Hampi,,,,,,Elephant,Army,,Bow,,,,,,,,null
164,IIIT Hyderabad,2_L_3411,Hazara Rama temple,Hampi,,,,,,Elephant,Army,,Bow,,,,,,,,null
165,IIIT Hyderabad,2_L_3479,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
166,IIIT Hyderabad,2_L_3482,Hazara Rama temple,Hampi,Bal Krishna,,,,,,,,,,,,,,,,\N
167,IIIT Hyderabad,2_L_3494,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Gada-Sankha,,,,,,,,,,,,,,,\N
168,IIIT Hyderabad,2_L_3502,Hazara Rama temple,Hampi,Kali,Trishula-Damru-Sword,has Mundamala,,,,,,,,,,,,,,
169,IIIT Hyderabad,2_L_3797,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
170,IIIT Hyderabad,2_L_4179,Hazara Rama temple,Hampi,Krishna,Flute,,,,Sisnag-Cow,,,,,,,,,,,\N
171,IIIT Hyderabad,2_L_4180,Hazara Rama temple,Hampi,Krishna,Flute-Sankha-Sudarshan_Chakra,,,,,,,,,,,,,,,\N
172,IIIT Hyderabad,2_L_4234,Hazara Rama temple,Hampi,Krishna,Flute-Sankha-Sudarshan_Chakra,,,,Cow,,,,,,,,,,,\N
173,IIIT Hyderabad,2_L_4280,Hazara Rama temple,Hampi,Krishna,Flute-Sankha-Sudarshan_Chakra,,,,Cow,,,,,,,,,,,\N
174,IIIT Hyderabad,2_L_4410,Hazara Rama temple,Hampi,Bal Krishna,,,,,,Kaliyanag,,,,,,Kalinga mardhana,,,,\N
175,IIIT Hyderabad,2_L_5528,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Sankha-Gada,,,,,Devotee,,Chamara,,,,,,,,
176,IIIT Hyderabad,2_L_5529,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Sankha-Gada,,,,,Devotee,,Chamara,,,,,,,,
177,IIIT Hyderabad,2_L_5533,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Sankha-Gada,,,,,Devotee,,Chamara,,,,,,,,
178,IIIT Hyderabad,2_L_5599,Hazara Rama temple,Hampi,,,,,,,,Bow-Arrow- Sword,,Chariot,,,,,,,\N
179,IIIT Hyderabad,2_L_5600,Hazara Rama temple,Hampi,,,,,,,,Bow-Arrow- Sword,,Chariot,,,,,,,\N
180,IIIT Hyderabad,2_L_5607,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
181,IIIT Hyderabad,2_L_5614,Hazara Rama temple,Hampi,,Bow-Arrow,,,,,,,,,,,,,,,\N
182,IIIT Hyderabad,2_L_5621,Hazara Rama temple,Hampi,,,,,,,Dancer,,,,,,,,,,\N
183,IIIT Hyderabad,2_L_5623,Hazara Rama temple,Hampi,,,,,,Elephant,,,,,,,,,,,\N
184,IIIT Hyderabad,2_L_5626,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
185,IIIT Hyderabad,2_L_5627,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
186,IIIT Hyderabad,2_L_5632,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Sankha-Gada,,,,,Devotee,,,,,,,,,,
187,IIIT Hyderabad,2_L_5633,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Sankha-Gada,,,,,Devotee,,,,,,,,,,
188,IIIT Hyderabad,2_L_5641,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Sankha-Gada,,,,,Devotee,,Chamara,,,,,,,,
189,IIIT Hyderabad,2_L_5643,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Sankha-Gada,,,,,Devotee,,Chamara,,,,,,,,
190,IIIT Hyderabad,2_L_5652,Hazara Rama temple,Hampi,Vishnu,Sudarshan_Chakra-Gada-Sankha-Bow-Arrow,,,,,Devotee,,,,,,,,,,\N
191,IIIT Hyderabad,2_L_5723,Hazara Rama temple,Hampi,,,,Narasimha,,,Devotee,,,,,,,,,,\N
192,IIIT Hyderabad,2_L_5725,Hazara Rama temple,Hampi,,,,Narasimha,,,,,,,,,,,,,\N
193,IIIT Hyderabad,2_L_5794,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
194,IIIT Hyderabad,2_L_5800,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
195,IIIT Hyderabad,2_L_5809,Hazara Rama temple,Hampi,,Veena,,,,,,,,,,,,,,,\N
196,IIIT Hyderabad,2_L_5814,Hazara Rama temple,Hampi,,,,,,,Dancer,,,,,,,,,,null
197,IIIT Hyderabad,2_L_5816,Hazara Rama temple,Hampi,,,,,,,,,,,,,,,,,\N
198,IIIT Hyderabad,2_L_5824,Hazara Rama temple,Hampi,Ram,Bow-Arrow,,,,,,,,,,,,,,,\N
